2021-11-11 00:02:01.914 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2021-11-11 11:47:28.484 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:29.031 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:29.381 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:29.925 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:30.212 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:31.121 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:31.350 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:32.203 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:32.432 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:33.166 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:33.443 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:34.074 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:34.602 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:35.184 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:35.594 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:36.310 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:36.654 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:37.363 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:37.648 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:38.166 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=32m46s760ms349탎700ns).
2021-11-11 11:47:38.258 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:38.693 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:39.366 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:39.801 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:40.475 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:40.848 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:41.397 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:41.773 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:42.384 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:42.697 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:43.622 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:43.622 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:44.545 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:44.796 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:45.013 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2021-11-11 11:47:45.713 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:45.902 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:46.885 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:46.885 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:47.899 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:47.946 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:48.802 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:49.004 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:49.847 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:49.863 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:50.829 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:51.033 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:51.881 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:52.023 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:52.767 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:53.223 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:54.007 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:54.324 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] WARN  o.apache.kafka.clients.NetworkClient - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Connection to node 0 (/3.109.70.22:9092) could not be established. Broker may not be available.
2021-11-11 11:47:55.280 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.AbstractCoordinator - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Discovered group coordinator 3.109.70.22:9092 (id: 2147483647 rack: null)
2021-11-11 11:47:55.395 [org.springframework.kafka.KafkaListenerEndpointContainer#1-0-C-1] INFO  o.a.k.c.c.i.AbstractCoordinator - [Consumer clientId=consumer-auditTrailGroup-2, groupId=auditTrailGroup] Discovered group coordinator 3.109.70.22:9092 (id: 2147483647 rack: null)
2021-11-11 11:47:55.442 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.AbstractCoordinator - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Attempt to heartbeat with Generation{generationId=55, memberId='consumer-auditTrailGroup-1-fa39d01e-1e0f-4107-971a-b57ef1180b21', protocol='range'} and group instance id Optional.empty failed due to UNKNOWN_MEMBER_ID, resetting generation
2021-11-11 11:47:55.443 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Giving away all assigned partitions as lost since generation has been reset,indicating that consumer is no longer part of the group
2021-11-11 11:47:55.443 [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] INFO  o.a.k.c.c.i.ConsumerCoordinator - [Consumer clientId=consumer-auditTrailGroup-1, groupId=auditTrailGroup] Lost previously assigned partitions cosmetize-v2-analytics-0
